booking_id,guest_name_norm,email,country,cibo_preferito,prima_visita,check_in,check_out,nights,channel,currency,room_rate,room_rate_eur,cancelled,net_revenue_eur,high_season,post_promo,date_corretta,nome_ambiguo
BK00345,fischer priya,priya.fischer968@outlook.com,Japan,internazionale,2024-12-03,2024-12-03,2024-12-06,3,direct,EUR,347.25,347.25,False,1041.75,True,False,False,False
BK00346,nakamura valentina,valentina.nakamura920@yahoo.com,Switzerland,senza glutine,2024-12-04,2024-12-04,2024-12-05,1,OTA,EUR,509.24,509.24,False,509.24,True,False,False,False
BK00347,kaczmarek marco,marco.kaczmarek307@outlook.com,UK,vegetariana,2024-12-04,2024-12-04,2024-12-09,5,OTA,EUR,483.0,483.0,False,2415.0,True,False,False,False
BK00348,al-rashid william,william.al-rashid296@yahoo.com,UAE,italiana,2024-12-04,2024-12-04,2024-12-07,3,direct,EUR,400.68,400.68,False,1202.04,True,False,False,False
BK00349,novak sophie,sophie.novak514@gmail.com,Spain,internazionale,2024-12-04,2024-12-04,2024-12-10,6,direct,EUR,372.12,372.12,False,2232.72,True,False,False,False
BK00350,al-farsi ekaterina,ekaterina.al-farsi28@gmail.com,Germany,kosher,2024-12-04,2024-12-04,2024-12-07,3,OTA,EUR,472.62,472.62,True,0.0,True,False,False,False
BK00351,colombo david,david.colombo469@outlook.com,UK,halal,2024-12-04,2024-12-04,2024-12-05,1,direct,EUR,448.38,448.38,False,448.38,True,False,False,False
BK00352,hans kumar,hans.kumar727@yahoo.com,Japan,vegetariana,2024-12-04,2024-12-04,2024-12-08,4,OTA,EUR,445.25,445.25,False,1781.0,True,False,False,True
BK00353,ingrid marino,ingrid.marino470@gmail.com,Italy,vegana,2024-12-04,2024-12-04,2024-12-07,3,direct,EUR,456.37,456.37,False,1369.11,True,False,False,False
BK00354,omar sokolov,omar.sokolov388@outlook.com,Japan,pesce,2024-12-04,2024-12-04,2024-12-08,4,OTA,EUR,508.61,508.61,False,2034.44,True,False,False,False
BK00355,leroy youssef,youssef.leroy898@gmail.com,Spain,internazionale,2024-12-04,2024-12-04,2024-12-09,5,OTA,EUR,454.29,454.29,True,0.0,True,False,False,False
BK00356,ingrid petrov,ingrid.petrov307@yahoo.com,France,vegana,2024-12-05,2024-12-05,2024-12-08,3,OTA,EUR,426.38,426.38,False,1279.14,True,False,False,False
BK00357,simone smith,simone.smith280@gmail.com,Germany,vegetariana,2024-12-05,2024-12-05,2024-12-09,4,OTA,EUR,440.38,440.38,False,1761.52,True,False,False,False
BK00358,carlos dubois,carlos.dubois993@outlook.com,UAE,pesce,2024-12-05,2024-12-05,2024-12-10,5,OTA,EUR,406.77,406.77,False,2033.85,True,False,False,False
BK00359,johnson pierre,pierre.johnson473@icloud.com,Germany,vegetariana,2024-12-05,2024-12-05,2024-12-11,6,OTA,USD,377.74,347.52,False,2085.12,True,False,False,False
BK00360,ekaterina watanabe,ekaterina.watanabe172@icloud.com,Japan,pesce,2024-12-05,2024-12-05,2024-12-06,1,direct,EUR,333.23,333.23,False,333.23,True,False,False,False
BK00361,dmitri martinez,dmitri.martinez595@outlook.com,Italy,vegana,2024-12-05,2024-12-05,2024-12-08,3,OTA,EUR,459.63,459.63,False,1378.89,True,False,False,False
BK00362,alessandro park,alessandro.park793@icloud.com,UK,pesce,2024-12-05,2024-12-05,2024-12-10,5,OTA,EUR,400.77,400.77,False,2003.85,True,False,False,False
BK00363,charlotte sharma,charlotte.sharma917@outlook.com,Germany,vegana,2024-12-05,2024-12-05,2024-12-08,3,direct,EUR,456.4,456.4,False,1369.2,True,False,False,False
BK00364,kim pierre,pierre.kim782@gmail.com,Spain,senza glutine,2024-12-05,2024-12-05,2024-12-06,1,OTA,EUR,454.14,454.14,False,454.14,True,False,False,False
BK00365,ingrid kobayashi,ingrid.kobayashi216@gmail.com,Spain,vegetariana,2024-12-05,2024-12-05,2024-12-08,3,direct,EUR,422.72,422.72,False,1268.16,True,False,False,False
BK00366,charlotte watanabe,charlotte.watanabe956@outlook.com,Germany,internazionale,2024-12-06,2024-12-06,2024-12-16,10,direct,EUR,403.48,403.48,False,4034.8,True,False,False,False
BK00367,james weber,james.weber701@icloud.com,UK,pesce,2024-12-06,2024-12-06,2024-12-13,7,direct,EUR,332.52,332.52,False,2327.64,True,False,False,False
BK00368,andersen fatima,fatima.andersen491@icloud.com,France,halal,2024-12-06,2024-12-06,2024-12-10,4,OTA,EUR,453.04,453.04,False,1812.16,True,False,False,False
BK00369,kaczmarek silvia,silvia.kaczmarek819@gmail.com,Japan,pesce,2024-12-06,2024-12-06,2024-12-09,3,direct,EUR,414.44,414.44,False,1243.32,True,False,False,False
BK00370,martinez olivia,olivia.martinez497@icloud.com,Switzerland,kosher,2024-12-06,2024-12-06,2024-12-09,3,OTA,USD,438.37,403.3,False,1209.9,True,False,False,False
BK00371,kenji nakamura,kenji.nakamura915@icloud.com,USA,vegana,2024-12-06,2024-12-06,2024-12-10,4,direct,EUR,414.41,414.41,False,1657.64,True,False,False,False
BK00372,fatima kumar,fatima.kumar250@outlook.com,Germany,kosher,2024-12-06,2024-12-06,2024-12-09,3,OTA,EUR,434.6,434.6,True,0.0,True,False,False,True
BK00373,carlos colombo,carlos.colombo353@yahoo.com,Japan,italiana,2024-12-06,2024-12-06,2024-12-10,4,OTA,EUR,383.15,383.15,False,1532.6,True,False,False,False
BK00374,garcia layla,layla.garcia520@icloud.com,Japan,halal,2024-12-06,2024-12-06,2024-12-07,1,OTA,EUR,452.42,452.42,False,452.42,True,False,False,False
BK00375,greco pierre,pierre.greco24@outlook.com,France,kosher,2024-12-07,2024-12-07,2024-12-11,4,OTA,EUR,430.34,430.34,False,1721.36,True,False,False,False
BK00376,charlotte petrov,charlotte.petrov775@outlook.com,France,vegetariana,2024-12-07,2024-12-07,2024-12-11,4,OTA,EUR,408.41,408.41,True,0.0,True,False,False,False
BK00377,nowak sara,sara.nowak890@gmail.com,France,vegetariana,2024-12-07,2024-12-07,2024-12-13,6,OTA,EUR,436.79,436.79,False,2620.74,True,False,False,True
BK00378,chiara tanaka,chiara.tanaka180@outlook.com,Netherlands,vegetariana,2024-12-07,2024-12-07,2024-12-15,8,OTA,USD,400.45,368.41,True,0.0,True,False,False,False
BK00379,nilsson olivia,olivia.nilsson303@icloud.com,UK,internazionale,2024-12-07,2024-12-07,2024-12-13,6,direct,EUR,461.89,461.89,False,2771.34,True,False,False,False
BK00380,costa kenji,kenji.costa682@outlook.com,Spain,italiana,2024-12-07,2024-12-07,2024-12-09,2,OTA,USD,368.82,339.31,False,678.62,True,False,False,False
BK00381,bruno olga,olga.bruno336@icloud.com,Germany,vegetariana,2024-12-07,2024-12-07,2024-12-09,2,OTA,EUR,401.97,401.97,False,803.94,True,False,False,False
BK00382,andersen giorgia,giorgia.andersen517@icloud.com,Spain,italiana,2024-12-08,2024-12-08,2024-12-10,2,direct,EUR,390.33,390.33,False,780.66,True,False,False,False
BK00383,francesco petrov,francesco.petrov140@gmail.com,USA,senza glutine,2024-12-08,2024-12-08,2024-12-10,2,direct,EUR,475.84,475.84,False,951.68,True,False,False,False
BK00384,klein robert,robert.klein553@gmail.com,France,halal,2024-10-05,2024-12-08,2024-12-13,5,direct,USD,516.92,475.57,False,2377.85,True,False,False,False
BK00385,jean singh,jean.singh468@icloud.com,UAE,vegana,2024-12-08,2024-12-08,2024-12-10,2,direct,EUR,353.52,353.52,False,707.04,True,False,False,False
BK00386,john schmidt,john.schmidt4@gmail.com,Japan,internazionale,2024-12-09,2024-12-09,2024-12-11,2,OTA,EUR,380.87,380.87,False,761.74,True,False,False,False
BK00387,anna ricci,anna.ricci819@gmail.com,Spain,senza glutine,2024-12-09,2024-12-09,2024-12-12,3,direct,EUR,499.72,499.72,False,1499.16,True,False,False,True
BK00388,maria watanabe,maria.watanabe794@gmail.com,France,vegana,2024-12-09,2024-12-09,2024-12-13,4,direct,EUR,423.1,423.1,False,1692.4,True,False,False,False
BK00389,lucia martinez,lucia.martinez565@outlook.com,France,senza glutine,2024-12-09,2024-12-09,2024-12-15,6,OTA,EUR,408.6,408.6,False,2451.6,True,False,False,False
BK00390,conti matteo,matteo.conti732@icloud.com,UK,italiana,2024-12-10,2024-12-10,2024-12-15,5,direct,USD,345.82,318.15,False,1590.75,True,False,False,False
BK00391,maria petrov,maria.petrov926@icloud.com,Netherlands,kosher,2024-12-10,2024-12-10,2024-12-12,2,OTA,EUR,464.26,464.26,False,928.52,True,False,False,False
BK00392,simone watanabe,simone.watanabe283@yahoo.com,UAE,vegana,2024-10-31,2024-12-10,2024-12-13,3,OTA,EUR,401.99,401.99,True,0.0,True,False,False,True
BK00393,charlotte colombo,charlotte.colombo268@yahoo.com,USA,pesce,2024-12-10,2024-12-10,2024-12-15,5,OTA,EUR,537.06,537.06,False,2685.3,True,False,False,False
BK00394,erik nakamura,erik.nakamura356@yahoo.com,France,kosher,2024-12-10,2024-12-10,2024-12-14,4,direct,EUR,423.37,423.37,False,1693.48,True,False,False,True
BK00395,costa henri,henri.costa104@gmail.com,UAE,vegana,2024-12-10,2024-12-10,2024-12-13,3,direct,EUR,471.44,471.44,False,1414.32,True,False,False,False
BK00396,diego nilsson,diego.nilsson890@icloud.com,UAE,internazionale,2024-12-11,2024-12-11,2024-12-16,5,OTA,EUR,382.39,382.39,False,1911.95,True,False,False,True
BK00397,james martinez,james.martinez311@outlook.com,Netherlands,halal,2024-12-11,2024-12-11,2024-12-15,4,OTA,EUR,376.51,376.51,False,1506.04,True,False,False,False
BK00398,andersen omar,omar.andersen83@yahoo.com,Germany,vegetariana,2024-12-11,2024-12-11,2024-12-18,7,OTA,EUR,481.38,481.38,False,3369.66,True,False,False,False
BK00399,bernard matteo,matteo.bernard387@icloud.com,Japan,pesce,2024-12-11,2024-12-11,2024-12-17,6,OTA,EUR,402.08,402.08,False,2412.48,True,False,False,False
BK00400,ferrari giulia,giulia.ferrari125@icloud.com,Japan,kosher,2024-12-11,2024-12-11,2024-12-14,3,OTA,USD,431.23,396.73,False,1190.19,True,False,False,False
BK00401,aiko silva,aiko.silva690@yahoo.com,USA,pesce,2024-12-11,2024-12-11,2024-12-17,6,direct,EUR,379.55,379.55,False,2277.3,True,False,False,False
BK00402,esposito sara,sara.esposito183@gmail.com,UAE,halal,2024-12-11,2024-12-11,2024-12-13,2,OTA,EUR,510.57,510.57,False,1021.14,True,False,False,False
BK00403,costa olga,olga.costa210@gmail.com,Italy,senza glutine,2024-12-11,2024-12-11,2024-12-15,4,OTA,EUR,462.61,462.61,False,1850.44,True,False,False,False
BK00404,matteo sharma,matteo.sharma779@icloud.com,Italy,kosher,2024-12-12,2024-12-12,2024-12-17,5,OTA,EUR,505.92,505.92,False,2529.6,True,False,False,False
BK00405,colombo hans,hans.colombo550@gmail.com,UK,vegana,2024-12-12,2024-12-12,2024-12-16,4,direct,EUR,387.67,387.67,False,1550.68,True,False,False,False
BK00406,diego rossi,diego.rossi114@outlook.com,UAE,kosher,2024-12-12,2024-12-12,2024-12-16,4,OTA,EUR,466.09,466.09,False,1864.36,True,False,False,False
BK00407,singh youssef,youssef.singh791@icloud.com,France,pesce,2024-12-12,2024-12-12,2024-12-18,6,direct,USD,501.37,461.26,False,2767.56,True,False,False,False
BK00408,camille kumar,camille.kumar356@yahoo.com,Switzerland,vegana,2024-12-12,2024-12-12,2024-12-14,2,direct,EUR,436.12,436.12,False,872.24,True,False,False,False
BK00409,isabella ivanov,isabella.ivanov997@gmail.com,France,senza glutine,2024-12-12,2024-12-12,2024-12-17,5,OTA,EUR,450.89,450.89,True,0.0,True,False,False,False
BK00410,henri sharma,henri.sharma27@gmail.com,UK,vegana,2024-12-12,2024-12-12,2024-12-14,2,OTA,EUR,425.93,425.93,False,851.86,True,False,False,False
BK00411,aiko andersen,aiko.andersen698@icloud.com,Japan,kosher,2024-12-12,2024-12-12,2024-12-15,3,direct,EUR,425.38,425.38,False,1276.14,True,False,False,False
BK00412,andrea conti,andrea.conti606@icloud.com,Netherlands,senza glutine,2024-12-13,2024-12-13,2024-12-15,2,direct,EUR,434.8,434.8,False,869.6,True,False,False,False
BK00413,astrid patel,astrid.patel624@icloud.com,Spain,italiana,2024-12-13,2024-12-13,2024-12-17,4,OTA,EUR,463.04,463.04,False,1852.16,True,False,False,False
BK00414,marco singh,marco.singh3@gmail.com,Italy,senza glutine,2024-12-13,2024-12-13,2024-12-17,4,OTA,EUR,432.78,432.78,False,1731.12,True,False,False,False
BK00415,chiara novak,chiara.novak71@gmail.com,USA,pesce,2024-12-13,2024-12-13,2024-12-15,2,OTA,EUR,485.71,485.71,True,0.0,True,False,False,False
BK00416,arjun sokolov,arjun.sokolov151@icloud.com,Switzerland,vegetariana,2024-12-13,2024-12-13,2024-12-17,4,OTA,EUR,412.56,412.56,False,1650.24,True,False,False,False
BK00417,ananya ivanov,ananya.ivanov689@yahoo.com,Switzerland,internazionale,2024-09-27,2024-12-14,2024-12-16,2,direct,EUR,402.03,402.03,False,804.06,True,False,False,True
BK00418,al-rashid kenji,kenji.al-rashid280@outlook.com,UK,kosher,2024-12-14,2024-12-14,2024-12-20,6,OTA,EUR,420.67,420.67,False,2524.02,True,False,False,False
BK00419,aiko lopez,aiko.lopez935@outlook.com,Spain,vegana,2024-12-14,2024-12-14,2024-12-17,3,OTA,EUR,377.34,377.34,False,1132.02,True,False,False,False
BK00420,lefevre thomas,thomas.lefevre955@icloud.com,UK,pesce,2024-12-14,2024-12-14,2024-12-16,2,direct,EUR,416.48,416.48,False,832.96,True,False,False,False
BK00421,chiara kaczmarek,chiara.kaczmarek591@icloud.com,Switzerland,pesce,2024-12-14,2024-12-14,2024-12-15,1,direct,EUR,372.35,372.35,False,372.35,True,False,False,False
BK00422,layla popov,layla.popov982@yahoo.com,Germany,vegana,2024-12-15,2024-12-15,2024-12-18,3,direct,EUR,435.98,435.98,False,1307.94,True,False,False,False
BK00423,astrid fischer,astrid.fischer739@gmail.com,Germany,senza glutine,2024-12-15,2024-12-15,2024-12-17,2,OTA,EUR,399.26,399.26,False,798.52,True,False,False,False
BK00424,al-rashid ingrid,ingrid.al-rashid237@outlook.com,Switzerland,pesce,2024-12-15,2024-12-15,2024-12-20,5,OTA,EUR,447.64,447.64,False,2238.2,True,False,False,False
BK00425,arjun marino,arjun.marino531@icloud.com,Japan,kosher,2024-12-15,2024-12-15,2024-12-18,3,direct,EUR,419.09,419.09,True,0.0,True,False,False,False
BK00426,dmitri leroy,dmitri.leroy881@yahoo.com,France,senza glutine,2024-12-15,2024-12-15,2024-12-16,1,OTA,USD,410.95,378.07,False,378.07,True,False,False,False
BK00427,lefevre luca,luca.lefevre147@yahoo.com,Switzerland,vegetariana,2024-12-15,2024-12-15,2024-12-19,4,OTA,USD,485.57,446.72,False,1786.88,True,False,False,False
BK00428,greco robert,robert.greco813@outlook.com,France,vegetariana,2024-12-15,2024-12-15,2024-12-17,2,direct,EUR,430.16,430.16,True,0.0,True,False,False,False
BK00429,fatima klein,fatima.klein287@icloud.com,USA,italiana,2024-12-15,2024-12-15,2024-12-22,7,OTA,EUR,447.06,447.06,False,3129.42,True,False,False,False
BK00430,andersen erik,erik.andersen924@icloud.com,Italy,kosher,2024-12-15,2024-12-15,2024-12-23,8,OTA,USD,378.63,348.34,False,2786.72,True,False,False,False
BK00431,pierre yamamoto,pierre.yamamoto861@yahoo.com,Switzerland,internazionale,2024-12-15,2024-12-15,2024-12-19,4,OTA,EUR,463.02,463.02,False,1852.08,True,False,False,False
BK00432,nakamura sara,sara.nakamura409@gmail.com,UAE,italiana,2024-12-15,2024-12-15,2024-12-26,11,direct,USD,429.15,394.82,False,4343.02,True,False,False,True
BK00433,ibrahim jean,jean.ibrahim624@yahoo.com,USA,italiana,2024-12-15,2024-12-15,2024-12-18,3,OTA,EUR,403.21,403.21,False,1209.63,True,False,False,True
BK00434,bruno paolo,paolo.bruno210@yahoo.com,USA,internazionale,2024-12-16,2024-12-16,2024-12-23,7,direct,EUR,411.02,411.02,True,0.0,True,False,False,False
BK00435,federica muller,federica.muller883@yahoo.com,Spain,kosher,2024-12-16,2024-12-16,2024-12-20,4,direct,EUR,442.49,442.49,False,1769.96,True,False,False,False
BK00436,layla nakamura,layla.nakamura140@gmail.com,USA,italiana,2024-12-16,2024-12-16,2024-12-20,4,direct,EUR,386.94,386.94,False,1547.76,True,False,False,True
BK00437,carlos smith,carlos.smith390@icloud.com,USA,halal,2024-12-16,2024-12-16,2024-12-17,1,OTA,EUR,485.57,485.57,False,485.57,True,False,False,False
BK00438,dubois john,john.dubois735@gmail.com,Germany,vegana,2024-12-16,2024-12-16,2024-12-19,3,OTA,EUR,445.05,445.05,False,1335.15,True,False,False,False
BK00439,anna lefevre,anna.lefevre135@outlook.com,France,vegetariana,2024-12-17,2024-12-17,2024-12-21,4,direct,USD,425.61,391.56,False,1566.24,True,False,False,False
BK00440,david watanabe,david.watanabe586@icloud.com,Netherlands,vegana,2024-12-17,2024-12-17,2024-12-19,2,OTA,EUR,413.22,413.22,False,826.44,True,False,False,False
BK00441,garcia lucia,lucia.garcia96@icloud.com,Japan,vegana,2024-12-18,2024-12-18,2024-12-24,6,OTA,EUR,462.73,462.73,False,2776.38,True,False,False,False
BK00442,diego tanaka,diego.tanaka136@yahoo.com,Netherlands,vegana,2024-12-18,2024-12-18,2024-12-20,2,OTA,EUR,388.05,388.05,False,776.1,True,False,False,False
BK00443,novak omar,omar.novak133@icloud.com,Spain,pesce,2024-12-18,2024-12-18,2024-12-19,1,OTA,EUR,404.25,404.25,False,404.25,True,False,False,False
BK00444,colombo omar,omar.colombo757@outlook.com,France,kosher,2024-12-18,2024-12-18,2024-12-21,3,OTA,USD,412.93,379.9,False,1139.7,True,False,False,False
BK00445,john weber,john.weber424@icloud.com,USA,internazionale,2024-12-18,2024-12-18,2024-12-23,5,OTA,EUR,435.61,435.61,False,2178.05,True,False,False,False
BK00446,ekaterina martinez,ekaterina.martinez639@icloud.com,Spain,vegetariana,2024-12-18,2024-12-18,2024-12-22,4,OTA,EUR,370.44,370.44,False,1481.76,True,False,False,True
BK00447,aiko nakamura,aiko.nakamura765@gmail.com,France,pesce,2024-12-18,2024-12-18,2024-12-21,3,OTA,EUR,357.7,357.7,False,1073.1,True,False,False,False
BK00448,fischer youssef,youssef.fischer205@outlook.com,Germany,kosher,2024-12-18,2024-12-18,2024-12-23,5,OTA,EUR,408.48,408.48,False,2042.4,True,False,False,False
BK00449,hans tanaka,hans.tanaka387@icloud.com,Netherlands,senza glutine,2024-12-19,2024-12-19,2024-12-21,2,direct,USD,481.66,443.13,False,886.26,True,False,False,False
BK00450,fischer simone,simone.fischer343@icloud.com,Netherlands,kosher,2024-12-19,2024-12-19,2024-12-23,4,direct,EUR,411.93,411.93,False,1647.72,True,False,False,False
BK00451,carlos suzuki,carlos.suzuki274@icloud.com,UK,internazionale,2024-12-19,2024-12-19,2024-12-20,1,OTA,EUR,479.86,479.86,False,479.86,True,False,False,False
BK00452,bruno william,william.bruno12@icloud.com,Japan,senza glutine,2024-12-19,2024-12-19,2024-12-22,3,OTA,EUR,471.99,471.99,False,1415.97,True,False,False,False
BK00453,diego petrov,diego.petrov767@gmail.com,Japan,senza glutine,2024-12-19,2024-12-19,2024-12-22,3,direct,USD,401.49,369.37,False,1108.11,True,False,False,False
BK00454,fischer layla,layla.fischer144@outlook.com,Japan,internazionale,2024-12-20,2024-12-20,2024-12-25,5,OTA,EUR,478.72,478.72,False,2393.6,True,False,False,False
BK00455,emma novak,emma.novak334@gmail.com,UAE,vegana,2024-12-20,2024-12-20,2024-12-24,4,OTA,EUR,415.93,415.93,False,1663.72,True,False,False,False
BK00456,popov valentina,valentina.popov859@yahoo.com,Japan,halal,2024-12-20,2024-12-20,2024-12-22,2,direct,EUR,384.75,384.75,False,769.5,True,False,False,False
BK00457,erik fischer,erik.fischer793@icloud.com,Spain,pesce,2024-12-20,2024-12-20,2024-12-23,3,direct,EUR,409.62,409.62,False,1228.86,True,False,False,False
BK00458,astrid ivanov,astrid.ivanov6@icloud.com,Switzerland,halal,2024-12-20,2024-12-20,2024-12-23,3,OTA,USD,539.85,496.66,True,0.0,True,False,False,False
BK00459,costa fatima,fatima.costa252@gmail.com,USA,internazionale,2024-12-20,2024-12-20,2024-12-25,5,direct,EUR,500.58,500.58,False,2502.9,True,False,False,True
BK00460,muller robert,robert.muller421@yahoo.com,Italy,vegana,2024-12-20,2024-12-20,2024-12-21,1,OTA,EUR,372.57,372.57,False,372.57,True,False,False,True
BK00461,conti kenji,kenji.conti660@outlook.com,UK,internazionale,2024-12-20,2024-12-20,2024-12-23,3,OTA,EUR,408.96,408.96,False,1226.88,True,False,False,False
BK00462,petrov robert,robert.petrov741@icloud.com,USA,vegetariana,2024-12-20,2024-12-20,2024-12-23,3,OTA,EUR,378.03,378.03,False,1134.09,True,False,False,False
BK00463,ferreira klaus,klaus.ferreira545@yahoo.com,UAE,kosher,2024-12-21,2024-12-21,2024-12-26,5,direct,EUR,414.69,414.69,False,2073.45,True,False,False,False
BK00464,ivanov sara,sara.ivanov463@gmail.com,Italy,vegana,2024-12-21,2024-12-21,2024-12-25,4,direct,EUR,342.51,342.51,False,1370.04,True,False,False,True
BK00465,charlotte hassan,charlotte.hassan475@yahoo.com,Switzerland,pesce,2024-12-21,2024-12-21,2024-12-24,3,OTA,USD,450.19,414.17,False,1242.51,True,False,False,False
BK00466,priya silva,priya.silva103@gmail.com,Germany,vegetariana,2024-12-21,2024-12-21,2024-12-23,2,OTA,USD,502.41,462.22,False,924.44,True,False,False,False
BK00467,leroy sophie,sophie.leroy254@gmail.com,UAE,vegetariana,2024-12-21,2024-12-21,2024-12-25,4,direct,USD,397.92,366.09,False,1464.36,True,False,False,False
BK00468,nowak william,william.nowak869@outlook.com,UK,vegetariana,2024-12-21,2024-12-21,2024-12-22,1,direct,EUR,387.57,387.57,False,387.57,True,False,False,False
BK00469,andersen elena,elena.andersen670@icloud.com,France,italiana,2024-12-22,2024-12-22,2024-12-26,4,OTA,USD,522.08,480.31,False,1921.24,True,False,False,False
BK00470,elena petrov,elena.petrov538@icloud.com,Spain,vegana,2024-12-22,2024-12-22,2024-12-26,4,OTA,EUR,383.65,383.65,False,1534.6,True,False,False,False
BK00471,al-rashid marie,marie.al-rashid148@yahoo.com,France,senza glutine,2024-12-22,2024-12-22,2024-12-27,5,OTA,USD,467.95,430.51,False,2152.55,True,False,False,True
BK00472,anna conti,anna.conti348@gmail.com,USA,vegetariana,2024-12-22,2024-12-22,2024-12-30,8,direct,USD,424.23,390.29,False,3122.32,True,False,False,False
BK00473,fernandez pierre,pierre.fernandez972@icloud.com,Italy,internazionale,2024-12-22,2024-12-22,2024-12-24,2,OTA,EUR,443.52,443.52,False,887.04,True,False,False,False
BK00474,ibrahim patricia,patricia.ibrahim937@gmail.com,France,italiana,2024-12-22,2024-12-22,2024-12-25,3,OTA,USD,472.93,435.1,False,1305.3,True,False,False,True
BK00475,ananya park,ananya.park16@outlook.com,Germany,italiana,2024-12-22,2024-12-22,2024-12-26,4,OTA,EUR,397.19,397.19,False,1588.76,True,False,False,False
BK00476,luca smith,luca.smith792@outlook.com,Spain,internazionale,2024-12-22,2024-12-22,2024-12-25,3,OTA,EUR,418.75,418.75,False,1256.25,True,False,False,False
BK00477,alessandro rossi,alessandro.rossi802@icloud.com,USA,vegana,2024-11-16,2024-12-23,2024-12-26,3,direct,USD,384.65,353.88,False,1061.64,True,False,False,True
BK00478,jean rossi,jean.rossi777@icloud.com,UK,kosher,2024-12-23,2024-12-23,2024-12-28,5,OTA,USD,429.93,395.54,False,1977.7,True,False,False,True
BK00479,esposito kenji,kenji.esposito334@icloud.com,Germany,italiana,2024-12-23,2024-12-23,2024-12-30,7,OTA,EUR,395.37,395.37,False,2767.59,True,False,False,False
BK00480,james schmidt,james.schmidt360@outlook.com,Spain,pesce,2024-12-23,2024-12-23,2024-12-28,5,OTA,EUR,462.15,462.15,False,2310.75,True,False,False,False
BK00481,conti lucia,lucia.conti231@gmail.com,Netherlands,kosher,2024-12-23,2024-12-23,2024-12-25,2,OTA,EUR,424.97,424.97,False,849.94,True,False,False,False
BK00482,henri kowalski,henri.kowalski962@yahoo.com,Italy,halal,2024-12-23,2024-12-23,2024-12-26,3,direct,EUR,376.22,376.22,False,1128.66,True,False,False,False
BK00483,costa ekaterina,ekaterina.costa794@icloud.com,Germany,vegetariana,2024-12-23,2024-12-23,2024-12-27,4,direct,EUR,439.07,439.07,False,1756.28,True,False,False,False
BK00484,olivia weber,olivia.weber558@yahoo.com,Spain,halal,2024-12-24,2024-12-24,2024-12-26,2,OTA,EUR,448.7,448.7,False,897.4,True,False,False,False
BK00485,ferrari omar,omar.ferrari589@yahoo.com,USA,halal,2024-12-24,2024-12-24,2024-12-26,2,direct,EUR,464.87,464.87,True,0.0,True,False,False,False
BK00486,james kim,james.kim167@icloud.com,Netherlands,internazionale,2024-12-24,2024-12-24,2024-12-26,2,OTA,USD,384.67,353.9,False,707.8,True,False,False,False
BK00487,alessandro yamamoto,alessandro.yamamoto58@gmail.com,France,senza glutine,2024-12-24,2024-12-24,2024-12-27,3,OTA,USD,471.99,434.23,True,0.0,True,False,True,False
BK00488,dmitri dubois,dmitri.dubois857@yahoo.com,Italy,senza glutine,2024-12-24,2024-12-24,2024-12-26,2,direct,EUR,392.7,392.7,False,785.4,True,False,False,False
BK00489,arjun singh,arjun.singh548@yahoo.com,Italy,internazionale,2024-12-25,2024-12-25,2024-12-27,2,direct,EUR,390.51,390.51,False,781.02,True,False,False,False
BK00490,ibrahim omar,omar.ibrahim674@yahoo.com,Japan,italiana,2024-12-25,2024-12-25,2024-12-28,3,OTA,USD,438.88,403.77,False,1211.31,True,False,False,False
BK00491,andersen astrid,astrid.andersen752@yahoo.com,Netherlands,halal,2024-12-25,2024-12-25,2024-12-26,1,OTA,USD,423.53,389.65,False,389.65,True,False,False,False
BK00492,andrea colombo,andrea.colombo577@icloud.com,Spain,kosher,2024-12-25,2024-12-25,2024-12-28,3,OTA,EUR,329.83,329.83,False,989.49,True,False,False,False
BK00493,bruno layla,layla.bruno211@icloud.com,UK,italiana,2024-12-25,2024-12-25,2024-12-27,2,OTA,USD,463.08,426.03,False,852.06,True,False,False,False
BK00494,aiko suzuki,aiko.suzuki966@outlook.com,UK,italiana,2024-12-25,2024-12-25,2024-12-28,3,direct,EUR,452.75,452.75,False,1358.25,True,False,False,False
BK00495,ibrahim paolo,paolo.ibrahim248@yahoo.com,Italy,senza glutine,2024-12-25,2024-12-25,2024-12-27,2,OTA,EUR,407.85,407.85,True,0.0,True,False,False,False
BK00496,johnson priya,priya.johnson231@outlook.com,USA,halal,2024-12-25,2024-12-25,2024-12-27,2,direct,EUR,380.37,380.37,False,760.74,True,False,False,False
BK00497,matteo meyer,matteo.meyer605@outlook.com,UAE,kosher,2024-12-25,2024-12-25,2024-12-28,3,direct,USD,422.75,388.93,False,1166.79,True,False,False,False
BK00498,chen luca,luca.chen784@outlook.com,UAE,pesce,2024-12-25,2024-12-25,2024-12-27,2,OTA,EUR,453.75,453.75,True,0.0,True,False,False,False
BK00499,hans schmidt,hans.schmidt703@icloud.com,UK,halal,2024-12-25,2024-12-25,2024-12-26,1,OTA,EUR,391.09,391.09,False,391.09,True,False,False,False
BK00500,ferreira giorgia,giorgia.ferreira333@yahoo.com,USA,italiana,2024-12-25,2024-12-25,2024-12-27,2,OTA,EUR,399.46,399.46,False,798.92,True,False,False,False
BK00501,camille nakamura,camille.nakamura89@outlook.com,UAE,internazionale,2024-12-25,2024-12-25,2024-12-29,4,OTA,USD,450.81,414.75,False,1659.0,True,False,False,False
